,movie_ids,sources,ratings,ratings_binary,review_texts
35,the_farewell_2019,critics,fresh,p,"There's plenty of humour, especially in the lengthy wedding sequence with its speeches and songs; but the film's main strength lies in its sympathetic examination of the differences between the Chinese who have never left China and their cousins..."
36,the_farewell_2019,critics,fresh,p,"Immigrants, for whom such experiences often overlap in intimate ways, can tell some of the most compelling stories about the human condition and the dislocating shocks of modernity."
37,the_farewell_2019,critics,fresh,p,"Launches no thunderbolts, no dazzling revelations. The film is too gentle for that, with too much affection for its characters."
38,the_farewell_2019,critics,fresh,p,A charming portrait of a family struggle. Beautiful performances and an unexpected--and very welcome--ending.
39,the_farewell_2019,critics,fresh,p,"Awkwafina finds her footing as a first-time leading lady, excelling with her emotionally nuanced and vibrant performance in a story about familial love and the gray area one cultivates from straddling different homelands."
40,the_farewell_2019,audience,5.0,n,"Wonderful, truly moving and a good reflection on family and grief. Thank you."
41,the_farewell_2019,audience,0.5,p,"One of the rare instances of me aborting the watching of a movie.  The premise of the story is very interesting, but it was mostly sub-titled Mandarin spoken language AND (more importantly) most of the sub-titles were white text on a white or light background. No English overdub available.  Impossible to comprehend the dialogue and story."
42,the_farewell_2019,audience,4.5,n,This is an impressive debut by Wang! This was a beautiful story of cultural identity and family ties. It's great to see Awkwafina show off her acting skills in this heartwarming drama.
43,the_farewell_2019,audience,4.5,n,"A poignantly told story based on a real lie, moving, ridiculous, hilarious, sad, an emotional rollercoaster. Great movie making."
44,the_farewell_2019,audience,5.0,n,reality that happens a lot in a family. from this I know that a sound mind will save man. Simple but beautiful story
45,the_farewell_2019,audience,3.5,n,"Summary: Billi scrapes up the money to fly to China in order to say goodbye to her dying grandmother. Based on a true lie, the grandmother turns out to be the only family member that doesn't know she's ill. 

Takeaways: This movie amplifies the American-Chinese cross-cultural experience. Come along for family conflicts, a fake wedding scheme, and moral dilemmas."
46,the_farewell_2019,audience,1.0,p,i dont even know why its called The farewell when its just chineese
47,the_farewell_2019,audience,3.5,n,"It makes you laugh, it makes you cry and it has an interesting plotline.  What more could you ask for.  The dialogue is superb and it makes you feel like you're listening to real conversations."
48,the_farewell_2019,audience,3.5,n,It's worth a watch but a little overrated. It is great that Hollywood is making movies of diversity and different cultures. Some of the writing just feels a little forced.
49,the_farewell_2019,audience,5.0,n,"This family comedy drama, directed by Lulu Wang, features one of the most powerful and beautiful endings in the recent years, which is by itself enough for the recommendation. Add to this story a big family gathering, whose members are facing the possibility of losing their loving matriarch and you'll get a universally relatable picture, in this case painted in Chinese American colors. Central part of the movie belongs to the touching relationship between grandma and granddaughter, masterfully played by Shuzhen Zhao and Awkwafina."
50,the_farewell_2019,audience,5.0,n,We enjoyed it very much. Very entertaining and funny
51,the_farewell_2019,audience,5.0,n,"Thoughtful portrayal of family dynamics with wonderful characters.  Interesting reveal of customs.
Excellent acting.  Well written script."
52,the_farewell_2019,audience,5.0,n,emotional and funny synth same time. Great movie
53,the_farewell_2019,audience,3.0,n,I thought it was going to be a comedy but it wasn’t at all funny.
54,the_farewell_2019,audience,5.0,n,Loved the idea of family loyalty and tradition.  Food scenes were delicious.  Awkafina was excellent as were other members of the cast.  The director captured scenes in China perfectly.
55,the_farewell_2019,audience,4.5,n,"Touching, heartfelt. A Must see!"
56,the_farewell_2019,audience,4.0,n,Good depictions of Chinese family & culture.  Loved family interactions.  Very careful with politics & having a politically correct view of China but a perfect story about a family & its approach to the impending  death of a beloved matriarch.  Worth seeing & experiencing life in a modern extended Chinese family.
57,the_farewell_2019,audience,5.0,n,"Loved the concept, story, cultural custom explanations, acting, direction"
58,the_farewell_2019,audience,4.5,n,"It was a wonderful family story, told from an often unheard-from perspective.  So unusual -- such a pleasant surprise -- to be wrapped up in such a compelling story without the standard sex/car chase/violence components,"
59,the_farewell_2019,audience,3.0,n,Good storyline. But movie was depressing.
60,ratatouille,critics,fresh,p,"Despite the unexplained language barriers or farfetched plot, this delightfully delicious foray into the unimaginable never becomes preachy or immature."
61,ratatouille,critics,fresh,p,"This is a film about a rat who becomes a chef in Paris. But it's so much more than that. It's about what a great artist can be, where a great artist can come from, it's about food and how to savour it."
62,ratatouille,critics,fresh,p,"A love letter to Paris, a valentine to the fine art of cooking, and a gift to film fans of all ages."
63,ratatouille,critics,fresh,p,A delectable treat that represents the finest qualities in animation and American cinema.
64,ratatouille,critics,fresh,p,Has great vocal performances throughout and is about a character figuring out where they belong and finally being accepted there. I love it!
65,ratatouille,critics,fresh,p,"That is the (...) imperative message of Ratatouille. Everyone is not an artist, but anyone could be an artist. Because, as living creatures, it is simply what we do."
66,ratatouille,critics,rotten,n,"The studio's latest effort offers beautiful and strikingly realistic animation, but the flawed concept should have been scrapped..."
67,ratatouille,critics,fresh,p,"I won't spoil the broth, but suffice to say Ratatouille is a bursting with bright flavors, some spice, and deep warmth that settles in your belly and satisfies body and soul."
68,ratatouille,critics,fresh,p,"There is so much to enjoy and celebrate here, Ratatouille deserves more than a review: it could (and probably will) inspire books about creativity and good taste."
69,ratatouille,critics,fresh,p,"Ratatouille was written and directed by Brad Bird, the guy behind The Incredibles, and while his new movie isn't as brainy as that one, it has lots of lovely touches to appeal to parents as well as kids."
70,ratatouille,critics,fresh,p,"Ratatouille is a triumph that not only pays tribute to the spirit of discovery, but revels in the fun of making a few of its own."
71,ratatouille,critics,fresh,p,"And there's Remy himself, voiced by irreverent comic Patton Oswalt. Yes, he's a rat, and a pantless one at that, but he's a charming rat."
72,ratatouille,critics,fresh,p,The latest from Pixar and Oscar winning writer-director Brad Bird is a fabulously enjoyable parable about the pursuit of excellence and rising above the preconceptions of others.
73,ratatouille,critics,fresh,p,"It's not just the best animated film this year, it's the best animated film to come out of the U.S. since Bird's last effort, The Incredibles."
74,ratatouille,critics,fresh,p,"Like the snooty restaurant critic Anton Ego (voiced by Peter O'Toole), we enter Ratatouille thinking we've tasted it all, and we leave hoping for seconds."
75,ratatouille,critics,fresh,p,It's a great programme for all the family.
76,ratatouille,critics,rotten,n,It's not my favourite Pixar film.
77,ratatouille,critics,fresh,p,"No restaurant has ever benefited from placing rats in a recipe, but the digital wizards in Pixar's kitchen have cooked up a winning peasant dish in Ratatouille."
78,ratatouille,critics,fresh,p,"Ratatouille is a wonderful, wistful comedy, and a sparkling return to form for the computer animation studio Pixar after last year's lacklustre Cars."
79,ratatouille,critics,fresh,p,"As in his previous films, Bird offers up a story with substance."
80,ratatouille,critics,fresh,p,"This is a film about a rat who becomes a chef in Paris. But it's so much more than that. It's about what a great artist can be, where a great artist can come from, it's about food and how to savour it."
81,ratatouille,critics,fresh,p,It's a great programme for all the family.
82,ratatouille,critics,fresh,p,"Ratatouille is a wonderful, wistful comedy, and a sparkling return to form for the computer animation studio Pixar after last year's lacklustre Cars."
83,ratatouille,critics,fresh,p,"Kids are gonna gobble Ratatouille up; adults will relish its wit, and everyone will want to go out to eat after."
84,ratatouille,critics,fresh,p,"A comedy that relates realistically to life, fashioned not with dozens of hilarious jokes but with due regard for proper storytelling."
85,ratatouille,critics,fresh,p,"Clever, certainly; ingenious, occasionally; enjoyable - hardly ever."
86,ratatouille,critics,fresh,p,"Purveys huge charm, enough to make you fall in love with the rat species and enough, with its array of screen dishes, to make America forgive France, re-dub freedom fries as French fries, and fall sobbing on the country's cordon bleu shoulders."
87,ratatouille,critics,fresh,p,Director Brad Bird has created a Pixar movie that's a joy to behold.
88,ratatouille,critics,fresh,p,"I loved Ratatouille. I was even tempted to drop the odd bit of popcorn, like tipping the waiter after a particularly good meal."
89,ratatouille,critics,fresh,p,"Anton Ego, the restaurant critic of The Grim Eater, is one of the greatest performances of Peter O'Toole's career."
90,ratatouille,critics,fresh,p,"The animation is superb, the vocal work flawless, the script witty, the central conflict between family ties and the pursuit of excellence subtly handled."
91,ratatouille,critics,fresh,p,That feeling you have as you leave the cinema - that buzzing in the fingers and lightness in the heart - is called joy.
92,ratatouille,critics,rotten,n,"Occasionally inspired, but mostly trivial and pointless."
93,ratatouille,critics,fresh,p,"It's always been Pixar's boast that it keeps its computers in their place -- at the service of the story -- and with Ratatouille, it has proved it yet again."
94,ratatouille,critics,fresh,p,"A lot of animated movies have inspired sequels, notably Shrek, but Brad Bird's Ratatouille is the first one that made me positively desire one."
95,ratatouille,critics,fresh,p,Ratatouille is a veritable feast for the eye and the ear. Don't miss it.
96,ratatouille,critics,fresh,p,"In Ratatouille, the level of moment-by-moment craftsmanship is a wonder."
97,ratatouille,critics,fresh,p,I think Brad Bird is working on another level than most animated writer/directors.
98,ratatouille,critics,fresh,p,"The original writer and director of Ratatouille, Jan Pinkava, was replaced in midproduction and, for all the exquisite detail, the movie is missing a dash of heart."
99,ratatouille,critics,fresh,p,"This delicious tale of a rat who cooks is pure joy, a grand achievement -- one of the most beautiful animated pictures ever made."
100,ratatouille,audience,4.5,n,88/90 goooooood very good
101,ratatouille,audience,5.0,n,I love this movie so much I raced a boat my family was on in france so I wouldn't be split up with them but also so I could take a picture of the restaurant this movie was based on
102,ratatouille,audience,5.0,n,This film is the definition of a masterpiece
103,ratatouille,audience,5.0,n,"My favorite movie of all time, very compelling and very calming basically memorized every scene."
104,ratatouille,audience,4.5,n,i love how this movie tells that food can hug people when they need
105,ratatouille,audience,5.0,n,"One of Pixar's best movies! Remy, a rat, is an aspiring chef and finds a way to realize his dream in Paris. As with every film, Pixar ups the game in animation. The water, fire effects are great as is the movement of the rat characters. The human characters are stylized, but believable in a cartoonish way. Brad Bird does an amazing job as director/writer and crafts an excellent story. Patton Oswalt is great as Remy and Peter O'Toole is a perfect cast as Anton Ego. The writing is also well done, Ego's review near the end of the movie is a highlight. An amazing film, go see it!"
106,ratatouille,audience,4.0,n,Very well made and felt very artistic and didn't care to be made for a child audience and go all kidish. It even went into a partial emotional route which was a well surprise. Rating A-
107,ratatouille,audience,3.0,n,Kinda weird they let the rats run the kitchen but you do you I guess...
108,ratatouille,audience,4.0,n,"One of the best Pixar movies ever made, Brad Bird is an amazing director, the movie can be enjoyable for all ages."
109,ratatouille,audience,5.0,n,This movie is absolutely brilliant on every conceivable level. Brad Bird proves again that he is one of the top animated movie directors. The story of the unlikely hero is incredible and written with great purpose. The visuals in this movie are breathtaking. Remy's first sight of Paris is one of the most beautiful animated movie shots ever and the ending monologue from Anton Ego and the way it is presented is the cherry on top of this breathtaking and incredible film.
110,chicken_run,critics,fresh,p,"Chicken Run, if anything, offers an alternative to a desolate world that many of us are increasingly afraid of."
111,chicken_run,critics,fresh,p,So great.
112,chicken_run,critics,fresh,p,"Its plump chickens maintain that strange, haptic quality that makes you yearn to reach out and squeeze them."
113,chicken_run,critics,fresh,p,"Even without Wallace and Gromit, most of the trademark joys are here: the compound of squashy creatures and heavy machinery, the wide, open-ended rictus of a toothy smile, and the great Parkian gulp."
114,chicken_run,critics,fresh,p,"It coaxes you to laugh and cry, flatters your intelligence, and practically guarantees a cheap night out: at dinner afterward, no one's going to be ordering anything but salad."
115,chicken_run,critics,fresh,p,It's a warm-hearted and amusing entertainment that your children will enjoy.
116,chicken_run,critics,fresh,p,"Chickens are inherently funny, like nature's idea of a very practical joke. Park and Lord have just improved the old rubber chicken gag, making it movable, turning it into something closer to who we are and what we know as humans."
117,chicken_run,critics,fresh,p,Chicken Run is a charmingly conceived entertainment. But it's a little bit twee.
118,chicken_run,critics,fresh,p,What gives this movie its oddly strong grip on a viewer's heart is a physical tenderness inseparable from the nature of claymation.
119,chicken_run,critics,fresh,p,"The claymation comedy Chicken Run is eggsactly what the doctor ordered. It's a witty, high-spirited adventure that will appeal to moviegoers of all ages. Call it chicken soup for the funny bone."
120,chicken_run,critics,fresh,p,"The first feature film from England's Aardman Animation, and the first truly terrific film to be released by DreamWorks."
121,chicken_run,critics,fresh,p,"Most of the time Chicken Run entertains, instructs, involves and enchants."
122,chicken_run,critics,fresh,p,Run to Chicken Run. This clay-animation comedy is the most entertaining animal story since Babe.
123,chicken_run,critics,fresh,p,"The film is brilliantly voiced across the board, with special notice to Mel Gibson as Rocky and Julia Sawalha as Ginger."
124,chicken_run,critics,fresh,p,"The sly, sardonic flight of fancy known as Chicken Run is a delightful epic of fowl deeds, quests for freedom and poultry heroics from the off-kilter English cartoon house, Aardman Animation."
125,chicken_run,critics,fresh,p,"Like Wallace & Gromit, it's a paean to British eccentricity, equal parts cluelessness and hopefulness, full of English slang and dry Brit humor."
126,chicken_run,critics,fresh,p,"Indeed, it's the best movie comedy to come out of England since Monty Python packed up the circus."
127,chicken_run,critics,fresh,p,"Chicken Run contains some gorgeous, destined-to-be-classic set pieces, and this is where the Aardman production team flex their animation muscles."
128,chicken_run,critics,fresh,p,"It's nothing less than a stop-motion tour de force, bursting with charm, humor, invention and eye-popping mise en scene."
129,chicken_run,critics,fresh,p,"With its winking homages to films like Stalag 17 and The Great Escape, Run is visually inventive, its characters plump with personality and, for a bunch of chickens, ever so brave."
130,chicken_run,critics,fresh,p,"Chicken Run, if anything, offers an alternative to a desolate world that many of us are increasingly afraid of."
131,chicken_run,critics,fresh,p,"Its plump chickens maintain that strange, haptic quality that makes you yearn to reach out and squeeze them."
132,chicken_run,critics,fresh,p,"Even without Wallace and Gromit, most of the trademark joys are here: the compound of squashy creatures and heavy machinery, the wide, open-ended rictus of a toothy smile, and the great Parkian gulp."
133,chicken_run,critics,fresh,p,"It coaxes you to laugh and cry, flatters your intelligence, and practically guarantees a cheap night out: at dinner afterward, no one's going to be ordering anything but salad."
134,chicken_run,critics,fresh,p,Chicken Run is a charmingly conceived entertainment. But it's a little bit twee.
135,chicken_run,critics,fresh,p,"Most of the time Chicken Run entertains, instructs, involves and enchants."
136,chicken_run,critics,fresh,p,Run to Chicken Run. This clay-animation comedy is the most entertaining animal story since Babe.
137,chicken_run,critics,fresh,p,"This first feature by Nick Park and Peter Lord, the team that brought you Wallace and Gromit, is a diabolically witty piece of work, a haymaker."
138,chicken_run,critics,fresh,p,"Apart from looking like no other type of animated film, Chicken Run stands alone in its unwavering determination not to play down to the kiddies."
139,chicken_run,critics,fresh,p,"Chicken Run isn't just chock-full of references to classic prison-break movies and some witty inside Hollywood jokes, but is filled with a secret ingredient sadly missing from its super-digitized, merchandise-driven counterparts: heart."
140,chicken_run,critics,fresh,p,"It is not only an amazing technical accomplishment, it's also the wittiest and best-voiced animated movie to come along in years."
141,chicken_run,critics,fresh,p,Chicken Run boasts the most delicious collection of desperately funny Brits since The Full Monty. Poultry has never been so stuffed with personality.
142,chicken_run,critics,fresh,p,"The finale and a scene set inside the pie-making machinery prove that the Rube Goldberg formula is infallible, and the puns -- another staple of crossover animation -- range from ""fowl"" to ""poultry in motion."""
143,chicken_run,critics,fresh,p,"The level of invention on display, from the vividly detailed models and figurines to the gallery of memorable supporting characters, is astonishing at any length."
144,chicken_run,critics,fresh,p,Fab animation from Wallace and Gromit creator.
145,chicken_run,critics,fresh,p,Exactly the picker-upper this macho-movie summer needs.
146,chicken_run,critics,fresh,p,It'd be churlish to carp about this triumph of craftsmanlike technique.
147,chicken_run,critics,fresh,p,"The poultry cast are capable of an extraordinary range of expression, especially during the sad or mildly scary scenes."
148,chicken_run,critics,fresh,p,"May not maintain quite the same frantic level of invention as the Wallace and Gromit shorts, but it has more heart."
149,chicken_run,critics,fresh,p,"Fans of the more subversive Wallace and Gromit tales are almost bound to be somewhat disappointed by this safer, more mainstream effort."
150,chicken_run,audience,4.0,n,"The voice acting is great, jokes smart, and great action sequences.  The movie uses animals as surrogates for our hopes and fears with the chickens running through one failed escape after another."
151,chicken_run,audience,3.5,n,"An amusing claymation-style stop-motion movie (similar to ""Wallace & Gromit"") about friendship, helping others in need and teamwork. With slapstick-style comedy, the film is fun for parents as well as kids."
152,chicken_run,audience,5.0,n,"Truly one of the defining cinematic works of our time—and no, this isn't some joke review.  Aardman carries the entirety of the claymation genre on its back, and rightly so.  The voice acting, the jokes, the plot, the SUBTEXT (yes, you heard me right, a G RATED MOVIE has a deeper subtext)...it's just stunning."
153,chicken_run,audience,2.0,p,something about this movie just makes me not like it
154,chicken_run,audience,5.0,n,"I used to watch it when I was a child. After 15 years, this movie is still fresh and enjoyable. The stop motion is amazing. Moreover, i found out this is an ecological and environmental reinterpretation of the Holocaust and it made me appreciate the movie even more"
155,chicken_run,audience,3.5,n,Clever story and funny to watch
156,chicken_run,audience,3.0,n,"While Chicken Run has a great animation style and compelling characters, the plot of the film was too generic and cliche for me."
157,chicken_run,audience,2.0,p,"I guess I'm part of the minority who isn't that impressed with the animation. The story is interesting and I get the holocaust parallels. But it just didn't keep my interest, even with the short run-time."
158,chicken_run,audience,3.0,n,"On one side we have chickens as symbols for humanity.
On the other side we have fried chicken, baked chicken, pineapple chicken, lemon chicken, coconut chicken, pepper chicken, chicken soup, chicken stew, chicken salad, chicken and potatoes, chicken burgers, chicken sandwich and chicken parmesan.
You get the idea."
159,chicken_run,audience,5.0,n,"This movie was already way ahead of it's time back when it was released. It's not the story of ""an america  rooster who falls in love with a British chicken"", it is literally the story of a group of women enslaved workers joining forces to escape a Nazi working camp
Spoilers:
This movie has simply amazing dynamics between women, be it friendship, disagreement, protection, union, hopelessness... and the story of their visionary leader, willing to sacrifice herself so that those she lead could experience freedom. Her friendship with Mac, a woman engineer, is heartwarming especially when they see the fruit of all their hard work: their plane is ready.
Rocky is your regular selfish overconfident man, that is, until his character development brings him to be honest, to not turn a blind eye to those suffering around him, to care, and ultimately to find the courage and dignity to join the chickens' cause. Over his character development, he also finally becomes worthy of the amazing woman (or hen) Ginger is."
160,avengers_endgame,critics,fresh,p,"For me, it didn't fulfill the promise of Infinity War, but it did fulfill the promise of the previous twenty movies."
161,avengers_endgame,critics,fresh,p,"I'm just grateful to have the privilege to watch this along with the rest of the world. It's not perfect, but it has been one hell of a ride."
162,avengers_endgame,critics,fresh,p,"Here's the other really neat thing about Endgame: it made me think of priorities in life and what or who is worth sacrificing for, especially loved ones..."
163,avengers_endgame,critics,fresh,p,The true superteam event releases marked something slightly different and spectacular...End Game over the original Guardians by a hair...
164,avengers_endgame,critics,fresh,p,This goes beyond the usual scale.
165,avengers_endgame,critics,fresh,p,A film that somehow manages to be as epic as fans hope and as dramatic as the MCU deserves.
166,avengers_endgame,critics,fresh,p,"Films don't come any huger than this: the closing chapter to an 11-year saga in the Marvel Cinematic Universe, told across some 22 movies. And by the end of its three-hour runtime, there will definitely be tears."
167,avengers_endgame,critics,fresh,p,There really is very little that could be improved about Endgame. There's certainly no more that could be thrown at it.
168,avengers_endgame,critics,fresh,p,"So much of the art form is about storytelling, and bringing so many side stories and characters to a satisfying conclusion is tough, and the film blended a (rather) unpredictable plot with emotional character beats deftly..."
169,avengers_endgame,critics,fresh,p,"Avengers: Endgame is everything Marvel fans could want and more. It will be interesting to see how the MCU moves into the future after the events in the film, but woe be upon anyone who doubts their ability to adapt and succeed mightily."
170,avengers_endgame,critics,fresh,p,I found Avengers: Endgame wonderfully satisfying.
171,avengers_endgame,critics,fresh,p,There are [Marvel] movies that have been just as entertaining and a lot smarter than this one.
172,avengers_endgame,critics,fresh,p,"Feels like the end of the old cycle, the beginning of a reset. Old favourites gone, passing the mantle to others before they go. We even see a poster that reads, ""Where do we go, now that they're all gone?"""
173,avengers_endgame,critics,fresh,p,"The MCU is the ultimate long game, and Endgame feels like its glorious final lap."
174,avengers_endgame,critics,fresh,p,"Terms like masterpiece and game-changer are often thrown around a bit hastily, but not on this occasion."
175,avengers_endgame,critics,fresh,p,"The fight scenes, while chaotic and intermittently exhilarating, are unable to avoid repetition; such is the nature of invincible entities dueling other invincible entities."
176,avengers_endgame,critics,fresh,p,"""Avengers: Endgame"" was a wonderful surprise, filling almost every minute (all 181 of them) with excitement, drama, humor, and visually interesting and entertaining intrigue."
177,avengers_endgame,critics,fresh,p,What The Russo Brothers did here is take high expectations and blow them out of the water with an emotionally thrilling finale. Get ready to be moved!
178,avengers_endgame,critics,fresh,p,The only thing that I know for sure has ended with the Marvel Cinematic Universe is my patience.
179,avengers_endgame,critics,fresh,p,"Endgame is nothing short of a deserved send-off to the Infinity Saga, stamping an impressive mark on the cultural psyche. It has been one hell of a ride."
180,avengers_endgame,critics,fresh,p,"It is this part of the story, the human side, to narrow it down to our marginal planet, that holds the movie together for its three-hour run time."
181,avengers_endgame,critics,fresh,p,This is a feat of engineering... I felt a sense of catharsis finishing it.
182,avengers_endgame,critics,fresh,p,"It would be nearly unfathomable to have spent more than 20 preceding films with these characters and not feel anything at the end of the sometimes tedious, mostly satisfying Avengers: Endgame."
183,avengers_endgame,critics,fresh,p,"What you will be getting when you walk into an inevitably overstuffed movie theater is something singular that reflects our age in a way that none of the MCU films that preceded it have-indeed, very few Hollywood spectacles ever have."
184,avengers_endgame,critics,fresh,p,The 3-hour culmination of 22 chapters in the Marvel Cinematic Universe is worth going back in time and watching again.
185,avengers_endgame,critics,fresh,p,The only complaint about Avengers: Endgame is that it raises the bar so high that there may well never be a superhero movie to match it.
186,avengers_endgame,critics,rotten,n,"What's missing from ""Endgame"" is the free play of imagination, the liberation of speculation, the meandering paths and loose ends that start in logic and lead to wonder."
187,avengers_endgame,critics,fresh,p,"The final battle is giddily cathartic, but the catharsis arises from prioritising character development over plot and spectacle. This, I imagine, will be the Avengers' legacy."
188,avengers_endgame,critics,fresh,p,"The MCU will go on and on, but this chapter - and the American pragmatism vs. American ideals bromance that drove it - have well and truly come to their ""Excelsior! Nuff said!"" moment."
189,avengers_endgame,critics,fresh,p,"It's fun to see all these character threads unravel, and knit up, as the movie waddles toward its big but indifferent climax of Avengers versus Thanos."
190,avengers_endgame,critics,fresh,p,Endgame consists almost entirely of the downtime scenes that were always secretly everyone's favorite parts of these movies anyway.
191,avengers_endgame,critics,fresh,p,It feels like a curtain closing...there was an elegance in the way they moved toward conclusion. No fan is going to watch and feel short-changed.
192,avengers_endgame,critics,fresh,p,"...A wonderful, rousing payoff in the context of the big battle and as wildly inspiring imagery."
193,avengers_endgame,critics,fresh,p,Avengers: Endgame makes you keenly aware of the passage of this time.
194,avengers_endgame,critics,fresh,p,A rousing finale. Epic in scale and in heart.
195,avengers_endgame,critics,fresh,p,"It's overdone and bombastic. A fitting end, in other words, to a franchise cycle of insatiable commercial ambition...and thundering creative swagger."
196,avengers_endgame,critics,fresh,p,"Avengers: Endgame should make a lot of people happy for about three hours and one minute, solid. It's all that audiences could have possibly hoped for."
197,avengers_endgame,critics,fresh,p,The MCU has generally successfully balanced planetary and personal stakes. Endgame is a worthy culmination of that storytelling approach.
198,avengers_endgame,critics,fresh,p,"There are horror movies and political dramas with premises less nightmarish than the one in ""Avengers: Endgame... This is an interesting approach for a superhero film to take."
199,avengers_endgame,critics,rotten,n,"You can easily duck out during the middle hour, do some shopping, and slip back into your seat for the climax. You won't have missed a thing."
200,avengers_endgame,audience,5.0,n,Amazing film considering the build up for the story for over a decade. Amazing.
